userName,score,at,content
Pe***********le,1,2023-07-12 10:47:22,Diperzulit buka rekening via online
Pe***********le,5,2023-07-15 03:39:44,Kayak nya harus ada nitifikasi uang masuk biar lebih gampang
Pe***********le,5,2025-06-02 01:53:12,very good
Pe***********le,1,2025-05-29 02:27:49,gimana ini masa saya gabisa masuk selalu keluar terus aplikasinya ngebug kaya gitu padahal semua apk bisa di buka kecuali mybca
Pe***********le,1,2024-03-05 15:51:50,susah bener Register nya muter2 atau bolak balik d sms aja gk jelas
Pe***********le,1,2021-05-04 06:41:45,Nggak bisa masuk menu di suruh SMS terus
Pe***********le,5,2022-04-07 05:43:04,Ok tp sayang menu pembayaran blm ada.
Pe***********le,4,2024-07-28 00:18:43,Tolong dong buat developer nya. Fitur pemasukan nya dibuat. Karena mau ngecek uang masuk susah banget.
Pe***********le,1,2025-02-09 06:16:56,"Wooiiii DEVELOPER My BCA. Tolong tambahin lg fitur OTP melalui WHATSAPP . Jangan cuman pake SMS doang... Ga semua nasabah punya pulsa & sdh ga zaman otp pake pulsa. Ini sudah Tahun 2025 sekelas Bank BCA yg Termahal & TerElit, Masukin Otp masih pakai SMS PULSA, MEMALUKAN. Kalah sama Bank2 lain yg sdh pakai WA . Update lagi aplikasi nya pake OTP Lewat WhatsApp & Telegram . Jangan menjadi Perusahaan JADUL DEVELOPER BCA. Bikin malu Indonesia saja"
Pe***********le,4,2025-03-20 16:34:57,tepeurcaya
Pe***********le,5,2021-09-09 08:09:25,Good
Pe***********le,1,2025-11-10 12:13:28,"ga jelas penarikan adminya, tahapan expresi sebulan di potong 25rb katanya 10rb biaya admin dan tiba² berkurang lagi di tnya cs ktanya ada potongan yg tersembunyi buat saldo masa iya sebulan 2x di potong. setiap saldo masuk kepotong 10rb. sangat² Tidka jelas BCA sekarang"
Pe***********le,5,2023-08-08 06:45:55,Saya suka dengan Aplikasi ini karena memudahkan untuk mengecek saldo saya tanpa harus pergi ke ATM
Pe***********le,5,2025-06-27 02:17:57,"bagus, simple dan mudah"
Pe***********le,1,2024-09-01 10:48:38,Ini gmna si min Mau login verifikasi no hp GK muncul muncul notif kode verifikasi nya Udh d restart Coba beberapa x nunggu 30+ menit Ini knp
Pe***********le,1,2024-04-26 13:03:18,"payah, harus pakai internet speed berala untuk melakukan transaksi di mybca👎🏻👎🏻"
Pe***********le,5,2024-07-22 06:37:05,Ok
Pe***********le,5,2024-02-01 02:03:32,mantaf
Pe***********le,1,2023-12-23 11:35:10,"Apk ini knp? Saldo saya belum masuk"" msih status pend dari tadi pagi"
Pe***********le,3,2025-10-28 09:00:37,"Saat mau buka rekening mybca sangat ribet setelah mengisi data pemilik manfaat, habis upload data pendukung malah ga bisa di scroll untuk klik setuju, ini sistemnya apa ya yang error atau gimana? udah berkali-kali loh saya upload data, mungkin udah 6× tapi masih tetep ga bisa, tolong dong dari pihak BCA segera perbaiki ini"
Pe***********le,5,2023-12-12 05:20:27,BCA ATM paling terpercaya
Pe***********le,1,2021-12-23 04:22:00,Pulsa gua habis seketika . Suruh verifikasi tp udh di tlp malah lama konfirmasinya . Bca sekarang udh jelek
Pe***********le,5,2026-02-21 03:32:11,akhirnya aku bisa mybca Dakota makasih
Pe***********le,5,2025-09-22 17:33:15,simple
Pe***********le,2,2026-01-31 17:58:19,saya sering tidak bisa login dengan alasan terjadi kesalahan terus
Pe***********le,1,2025-06-05 11:25:14,update mulu heran!
Pe***********le,5,2024-02-10 03:10:25,Sangat berguna dan membantu
Pe***********le,1,2022-03-26 02:11:47,Harapan my bca lebih bagus lgy dari aplikasi mobile bengking BCA yg dulu Mohon di perbaik lgy agar nasabah bisa bertransaksi lebih mudah lgy .
Pe***********le,1,2021-10-11 13:37:33,"Seharusnya utk transfer tdk perlu didaftar dan registrasi sms lagi, habisin pulsa aja, dimana-mana aplikasi mbanking langsung transfer aja tanpa perlu daftar rek tujuan"
Pe***********le,4,2025-08-09 15:18:12,"Aplikasi nya lumayan saya suka, aplikasi nya lumayan kumplit, klu setau saya blm bisa kirim dana via QRIS TUNTAS nya di aplikasi ini, cmn bisa nya menerima nya saja, klu kirim nya blm bisa mohon perbaiki lgh biar bisa transper lewat qris tuntas nya tersebut klu di M-BCA mh udh bisa, kirim atau menerima, lumayan PAYLATER di MY BCA nya udh di setujuin, tapi cynx nya limit nya masih kecil gx naik"", saran saya my bca keyboard nya menu nya di tambah dong ko gx ada transper ke bank lain nya, mksh. ."
Pe***********le,5,2026-01-16 01:09:35,ok mantap
Pe***********le,5,2024-09-04 16:05:57,"mantap deh, udha ktmu.. ternyata mutasi rekening ada di info akun....trims admin....👏👏👏"
Pe***********le,1,2025-12-24 03:23:59,"jadi saya ganti handphone di hp baru, saya sudah login tapi tidak bisa masuk MyBCA sudah melakukan vidcall tapi alasan jaringan buruk, saya sudah chat di whatsapp hallo BCA tapi jawabannya saya harus ke cabang blum ada waktu luang lagi liburan tahun baru, saya ribet narik tf duit harus ke atm"
Pe***********le,5,2025-09-09 02:09:42,my BCA memang ok
Pe***********le,1,2023-11-25 09:01:48,Sudah reg. Tapi Tidak dpt balesan email untuk activasi ID... Mungkin biar tuhan yg balas
Pe***********le,1,2024-03-07 13:27:28,Sudah registrasi tiap kirim SMS gak bisa login... Pulsa kesedot terus.. Aplikasi nya hapus saja dari Google Play.. Aplikasi bca paling jelek.. Kayak bukan bca ini..
Pe***********le,5,2025-12-19 11:05:07,boleh dong ditambah detail waktu transaksi di menu mutasi rekening hingga jam dan menitnya.. biar tahu jam keluar masuk uang di rekening
Pe***********le,1,2025-01-03 17:25:17,Kecewa sekarang sama bca..masa biaya adm 2 x .. Awal 15 k terakhir 50k..kan goblog
Pe***********le,1,2021-11-03 06:08:12,"Setelah nunggu sekian hari kerja, saya sudah noted kepada CS bahwa saya bisa dihubungi pukul 12.00 - 13.00 atau mulai pukul 16.00 ke atas... tiba tiba mereka tlp jam 09.00 saat saya lagi sibuk sibuknya kerja gak bisa buka hape (ini bukan salah saya) udah tlp CS lagi malah disuruh nunggu 2 hari lagi! saya kira BCA akan lebih praktis dibanding yg lain, ternyata perkiraan saya SALAH BESAR. Sistem ribet begini kalau terus dipertahankan nasabah bakal kabur. Sayapun akan berpikir ulang!"
Pe***********le,2,2021-06-02 06:01:34,Untuk daftar rekening tujuan transfer harus kirim SMS dulu & perlu menggunakan pulsa. Sungguh sangat tidak efesien.
Pe***********le,5,2025-11-20 00:41:01,oke
Pe***********le,1,2024-06-05 07:25:39,Terlalu sering memblokir BCA ID
Pe***********le,5,2024-11-10 13:16:03,Bagus
Pe***********le,3,2025-11-18 09:13:03,knpa gak ada negara Indonesia saya mau masukan no hp
Pe***********le,2,2026-01-13 08:04:29,"kenapa belakangan ini kalo mau bayar pake qris gagal terus, VA juga sama"
Pe***********le,5,2025-07-20 18:26:49,bagus sekali
Pe***********le,1,2023-05-02 03:14:22,Verifikasi login gagal terus. Gak support deteksi wajah gak usah pakai
Pe***********le,1,2024-12-09 22:28:13,Mau pindah perangkat malah tulisannya anda tidak dapat mengakses BCAID BARU/LAIN pada perangkat ini
Pe***********le,1,2026-01-15 02:27:54,"agak jengkel padahal registrasi sudah semua eh giliran mau disimpan selalu muncul keterangan Ooops.. Terjadi Kesalahan silahkan coba lagi.. padahal jaringan gak bermasalah semua ok2 aja tapi pas mau disimpan selalu muncul keterangan tersebut sudah saya coba berulang kali tetap sama aja, kecewa!!!"
Pe***********le,5,2025-06-06 01:20:27,mudah digunakan
Pe***********le,1,2026-02-15 18:00:19,"konyol gara2 nunggus sms otp lama dr bca nya sndiri malah mbankingku di blokir, konyol konyol, layanan sms nya tolong di perbaiki jangan bikin susah..."
Pe***********le,1,2025-05-05 05:23:03,"kurang ajar mentang mentang saya bukan orang jakarta di persulit,udah sejam nunggu ga jadi jadi"
Pe***********le,1,2025-08-31 13:25:59,PLIS INI GIMNA UANG SAYA KO TIBA TIBA ILANG TOLONGGGGGG BANGTTTT YAAAA MANA BUKAN KECIL!!
Pe***********le,5,2025-09-14 03:47:38,bagus
Pe***********le,5,2025-08-05 15:34:13,sudah bagus
Pe***********le,5,2024-06-01 20:46:29,bgus jg.my bca aplikasinya bnyk dn tdk rumit
Pe***********le,1,2023-11-14 02:47:11,Gak bisa vermuk
Pe***********le,1,2024-12-27 22:58:41,bisa ngk sih jangan sering2 update yg harus makan ruangan banyak bangat. mesti hapus aplikasi banyak buat MyBCA aj.
Pe***********le,2,2026-02-28 11:30:36,"ada yang lucu, niat bikin rekening mau nabung. tapi duit malah berkurang. apa lagi kalo lagi minus. bisa di kuras sampai nol"
Pe***********le,3,2024-04-05 07:19:11,Kenapa kita tidak bisa cek mutasi masuk... Yang bisa cuma mutasi keluar saja
Pe***********le,5,2022-02-14 05:43:43,Ok
Pe***********le,5,2024-09-18 10:10:54,Top markotop kotop... mantull.....
Pe***********le,5,2026-01-20 13:07:48,okay
Pe***********le,5,2024-02-07 13:56:35,😂
Pe***********le,5,2023-10-19 09:58:42,Oke
Pe***********le,5,2024-10-03 06:20:46,okee
Pe***********le,5,2024-04-21 08:19:52,"Keren, tapi pengajuan pay later nya d tolak"
Pe***********le,3,2026-02-04 01:57:20,"Kenapa 3 hari ini mau logIn susah, padahal sinyal bagus"
Pe***********le,1,2025-10-11 12:17:58,Gak jelas
Pe***********le,3,2024-09-20 01:52:53,Ini kenapa abis di update kok jadi terjadi kesalahan mulu. Padahal sinyal 5g
Pe***********le,5,2023-12-19 14:46:31,Sangat bermanfaat dan membantu terimakasih yaa 🥰
Pe***********le,5,2021-05-05 10:52:55,"Sekarang sudah bisa cek mutasi rekening tanpa harus punya e-banking dulu, 1 applikasi bisa digunakan banyak jenis terima kasih"
Pe***********le,1,2022-08-05 06:46:51,"Udah verif id jadi sama paswor malah pas bukak di suruh telfon lagi ,.. Buang"" pulsa aja ,... Adanya layanan online buat mudahin malah disuruh telfon cs..."
Pe***********le,1,2024-07-20 07:52:54,"Sy kasi bintang satu sja, kenapa saldo ku sellu berkurang tiap hari 10 ribu, dan tadi tanggal 20-7-2014 hilang lagi 20 ribu"
Pe***********le,5,2024-01-17 11:40:39,"Mantab,joossss"
Pe***********le,5,2022-02-03 03:47:58,Sudah seperti bank digital. Top 👍.
Pe***********le,1,2025-02-03 19:12:37,"Saya udh masukin Password yang benar tapi ga bisa login dan Al hasil akun saya diblokur,tolong perbaiki,makasih"
Pe***********le,1,2024-10-22 04:14:38,"setelah di update, tidak bisa dibuka sama sekali, dan selalu langsung keluar otomatis keluar aplikasi"
Pe***********le,3,2024-12-14 06:53:19,Suka eror mau transfer virtual account. 01 maaf transaksi anda tidak dapat diproses. Ngaco
Pe***********le,5,2024-02-08 05:33:24,Moga di acc paylater saya
Pe***********le,5,2024-10-16 08:01:44,Pelayanan bca sangat baik
Pe***********le,5,2021-05-14 11:02:47,Bagus banget
Pe***********le,2,2025-08-08 12:15:22,"nih kenapa coba ga bisa login lemot bngt padahal sinyal bagus, padahal abis update"
Pe***********le,1,2024-12-05 00:58:20,"Dulu bagus, aplikasinya bisa auto saved password. Sekarang gak bisa. Payah."
Pe***********le,5,2024-09-22 20:36:56,Terima kasih banyak
Pe***********le,1,2025-03-26 11:11:53,Sampai dengan sekarang masih banyak nomor tidak jelas menelfon saya mengatasnamakan agen asuransi bca. Saya bukan pinjol tolong jangan telfon saya setiap hari setiap waktu. Sudah +30 lebih nomor saya blokir
Pe***********le,1,2026-01-23 12:24:55,makin update makin susah login ajgh
Pe***********le,3,2024-07-02 18:05:48,Pada saat saldo ada yg masuk tidak ada notifnya hanya ada notif pada saat saldo keluar
Pe***********le,5,2024-11-26 16:12:45,Mantap
Pe***********le,1,2025-03-18 20:10:09,Setiap log in harus minta otp yang dikenakan pulsa. Parahnya belum tentu kode otp langsung masuk dalam sekali permintaan otp. Buang-buang pulsa ini sih
Pe***********le,3,2021-11-18 08:36:40,Perlu perbaikan
Pe***********le,5,2025-08-12 00:43:26,mantap
Pe***********le,5,2025-09-29 01:21:07,bagus
Pe***********le,5,2025-07-17 15:59:18,mudah di gunakan
Pe***********le,5,2021-08-02 05:10:02,Sangat membantu
Pe***********le,1,2025-03-20 13:43:46,"dikit-dikit update dikit-dikit update. gapernah nyaman pake ini apk, disuruh update terus..!"
Pe***********le,1,2025-08-01 12:41:24,gak jelas aplikasi nya setiap transaksi atau transfer bilang nya buat saldo mengendap najis banget
Pe***********le,5,2022-10-27 12:43:00,Ok
Pe***********le,1,2024-01-03 11:01:50,"Apk ga jelas, buang"" pulsa doang tp mau log in ga bisa"""
Pe***********le,1,2025-08-31 13:31:45,"hari ini tiba tiba saldo rekening ga muncul, tolong dong ini kenapa? panik banget tolong... notif pemasukan nya ada tapi waktu di cek, saldo ga muncul, cuman (-) tolong banget ini kenapa dah.."
Pe***********le,2,2022-09-17 05:43:37,Verifikasi data saja lama pihak bca. Gk profesional
Pe***********le,5,2024-08-19 04:18:32,Bagus
Pe***********le,1,2022-03-21 15:44:14,Oalah bca sudah benar aplikasi yg awal2 kenapa dibikin ribett eyy Payah....
Pe***********le,1,2025-03-10 09:42:24,Data sdh lengkap tapi nggak bisa Masuk. Berulang² suruh isi data. Nyesel kasih dats semua..... Nggak usah downloads ya..
Pe***********le,5,2025-07-22 10:43:12,fasilitas untuk transaksi yang lebih mudah
Pe***********le,5,2025-07-15 01:24:15,👌👌👌antap
Pe***********le,5,2025-10-29 23:47:12,mempermudah setiap transaksi 👍❤️
Pe***********le,1,2025-09-13 09:44:16,"dear all, saya tdk merekomendasikan karna saldo saya kepotong padahal transaksi gagal ditanya malah disuruh menunggu sampai sekarang tdk ada kepastian"
Pe***********le,1,2024-04-20 09:33:09,"ribet banget, panjang proses nya males gw bikin di aplikasi buang² waktu banyak!!!"
Pe***********le,5,2024-05-03 20:08:24,MyBCA semakin memanjakan pengguna. Simple dan reliable. Top.
Pe***********le,1,2023-04-07 05:48:16,Saya lihat di GMAIL disuruh Download myBCA
Pe***********le,1,2025-04-21 04:30:34,knp cs nya TDK bisa dihubungi saat pengajuan buka rekening baru ?
Pe***********le,3,2025-02-28 09:18:27,"Setelah update secara otomatis kenapa saya tidak bisa masuk lewat ID saya, mohon dan tolong sekali perbaikannya karena ini sangat penting sekali untuk bertransaksi"
Pe***********le,5,2025-05-31 10:45:00,ok
Pe***********le,1,2023-10-12 23:43:53,"kenapa sering bngt keluar dan ga bisa masuk, nguras pulsa saat konfirmasi adanya akun masuk"
Pe***********le,1,2026-01-28 05:31:19,"gangguan kah ?? sudah masukin pasword & pin pun dg BNR Msh terblokir 🤭 dtg ke ATM dibimbing sekuriti open blokir begitu belanja pk barcode msh terblokir 🤣 sdh tlp bebas pulsa diminta ke cs, KTP sdh dikasih malah diminta update ke Disdukcapil 🤭 OMG ~ ribet amat sampe owe ngutang kewarung utk belasan ribu cuma gara2 blokir barcode"
Pe***********le,1,2024-10-23 13:07:38,Kenapa mybca sering banget harus di update sih ?? Gk kya bca mobile
Pe***********le,1,2021-12-17 11:42:16,Sangat kecewa baru didaftar lgsg diblokir suruh telpon 150888 udah telpon nunggu di telpon balik 2 hari kerja.percumah dong hub 150888
Pe***********le,5,2024-03-26 15:37:17,Bagus transasinya juga lancar cepat pkokoe oke my BCA...gk ribet lancar .....
Pe***********le,1,2023-10-21 11:55:11,"kenapa setiap login harus memgirimkan sms, jadi boros banget pulsa"
Pe***********le,5,2024-11-22 13:38:28,Dengan mengunakan my BCA segala urusan usaha sy jd cepat dan lancar
Pe***********le,1,2025-08-19 22:25:05,Banyak pertanyaan yang tidak logika dari CS nya.
Pe***********le,4,2024-07-05 19:13:20,"the application is good but there are still a few shortcomings that's why I give it four stars. The downside is that the notifications are slow even though I have given permission for incoming notifications. I didn't know this Bug or not, hopefully the developer will fix it"
Pe***********le,2,2025-04-28 01:26:08,"tetep ga bisa pak/ibu, saya pas klik masuk, langsung keluar opsi ""tambahkan nomor telepon"" dan ga bisa 'dilewati' atau di skip. Dulu saya udah pernah daftar kok."
Pe***********le,3,2025-07-19 14:13:25,pelayanan nya kurang sat set saya mau konfirmasi lewat video call lama bngt
Pe***********le,1,2025-10-08 12:56:08,"mau login malah gaada negara Indonesia, padaal lagi perlu banget"
Pe***********le,5,2024-04-10 13:41:19,Bagus
Pe***********le,5,2024-10-24 17:32:11,"Terimakasih,sudah tau titik problemnya kenapa ga masuk masuk.. Alhamdulillah sudah normal kembali"
Pe***********le,5,2025-02-15 14:27:06,"Aplikasinya udah keren, saya jg udh nyaman pakai mybca, saran : tolong ya tambahkan utk pembayaran kredit motor ke fif, seperti bca mobile gitu lho.. kan ada payment nya, nah.. di mybca itu gak ada, tolong dong tambahkan payment nya di mybca biar mudah gitu lho utk byr kredit motor, bca mobile saya jarang di pakai jadi di suruh registrasi ulang lagi di atm, ribet kali, terimakasih sebelumnya 🙏"
Pe***********le,4,2025-11-10 17:03:42,fitur kurang lengkap
Pe***********le,1,2022-11-03 10:38:36,"Sy sdh instal, tp tdk bisa login, pdhl statusnya sdh aktif..?? Gmn ini solusinya..??"
Pe***********le,5,2025-02-23 13:39:12,Sangat membantu
Pe***********le,1,2024-08-08 05:53:50,Ko saya transfer pending ya gmn ini
Pe***********le,1,2025-01-19 09:11:22,ini gimana sih orang udah daftar pas vc malah tiba2 dimatiin ga jelas .. bikin orang kesel aja
Pe***********le,5,2025-05-05 17:31:37,"sempet terkendala di aplikasi ini saat pertama kali daftar karena verif ktp atau wajah gagal ,rada kecewa sih ,terus saya ke cabang bca dan dibantu untuk update data oleh cs nya ,dan pas saya coba login ke my bca dan saya coba verif lagi berhasil . rasa kecewa saya terobati karena tampilan aplikasi nya menarik dan modern ,tidak seperti aplikasi lama nya (bca mobile) yang terkesan kuno banget ,fitur mybca lengkap ,bahkan bisa menambahkan lebih dari 1 rekening bca di aplikasi ini,terima kasih bca"
Pe***********le,2,2024-05-16 08:42:13,Kenapa ya kalo lupa sandi ribet banget ya wajib telpon csnya sampe habis pulsa 100 RB baru kelar kalo gak harus ke teler
Pe***********le,1,2025-12-04 11:29:20,KEBANYAKAN UPDATE.
Pe***********le,1,2023-04-29 11:09:45,Ga bisa masuk akun. Padahal udah dapet email aktivasi. Disuruh coba login tetep aja malah disuruh kirim SMS lagi buat aktivasi. Duh hilang banyak pulsa cmn perkara registrasi
Pe***********le,3,2024-10-21 10:03:19,Ini setelah update kok mau masuk tiba2 apknya keluar sendiri ya
Pe***********le,3,2024-09-20 16:04:50,Abis update eror 20/09/2024
Pe***********le,5,2025-09-07 14:21:25,"Alangkah baiknya ada notifikasi uang masuk jikalau tfan sesama dari bca, kalo dari tfan selain bca selalu ada notifnya. Hanya itu saran dari saya, supaya lebih simple tanpa melihat mutasi rekening dlu kalo ada dana masuk dari sesama bca."
Pe***********le,1,2025-03-21 11:26:30,minta update trusssss
Pe***********le,5,2023-01-17 09:29:01,👍👍
Pe***********le,1,2024-03-21 03:50:27,"Aneh banget sdh berulang kali sms tapi nggak bisa masuk, gak niat"
Pe***********le,1,2021-06-09 05:08:38,"Mau masuk lagi malah terblokir, ga jelas banget...."
Pe***********le,5,2025-03-20 15:47:05,mantap
Pe***********le,1,2025-03-18 03:46:44,"Kenapa ini kode otp mulu, kode negara Indonesia ga muncul"
Pe***********le,1,2024-12-17 11:44:41,"Ahh taiii TLP operator mahal bgt, mana update Mulu taii"
Pe***********le,1,2026-01-02 14:33:33,tidak ada notif pemasukan dan pengeluaran untuk cek perlu masuk ke beberapa dulu semoga kedepannya lebih memudahkan
Pe***********le,5,2024-09-20 20:10:07,Kerennnn... mantappp.... membantu.....
Pe***********le,5,2024-04-19 11:16:37,Bca sangat bagus
Pe***********le,2,2023-11-26 10:56:09,Sebel banget daftar berulang di bca id tapi susah banget aksesnya udh berulang kali ganti pazwordnya masih aja ke blokir sampai² saya udh hubungin hallo bca gak ada hasil...
Pe***********le,1,2024-10-21 04:10:51,"Aplikasinya bagus lengkap dan simpel tp setelah hari ini pembaharuan aplikasi kok nga bsa d buka ya??? Aplikasi my bca nya force close, tlng segera d perbaiki"
Pe***********le,1,2024-06-05 05:48:07,Gagal update trus
Pe***********le,5,2023-12-26 10:00:15,ok banget gampang transaksinya 👍🏻👍🏻
Pe***********le,1,2025-07-17 06:14:46,"kode otp gak masuk, pulsanya kesedot terus"
Pe***********le,1,2025-09-29 00:39:41,"KENAPA GANGGUAN SIH, MAU TRANSAKSI GABISA"
Pe***********le,2,2026-02-09 10:18:52,"Kirim kode OTP nya kok lama sekali sih, sampai di ulang ulang suruh nunggu 30 menit"
Pe***********le,1,2024-12-19 10:29:20,AIMU APLIKASI TELEK AKU ORA ENTOK BANTUAN BANGSD
Pe***********le,5,2023-02-15 07:13:48,Sangat puas
Pe***********le,5,2024-09-15 08:38:57,Sy paka BCA mobile klu sy alihkan ke my BCA bisa apa gak ya Thanks
Pe***********le,4,2024-08-21 12:56:13,transaksi ratusan juta boro² dapet poin atau bonus apa kek gitu wkwkwk
Pe***********le,2,2024-12-26 09:10:42,Aplikasinya selalu minta update terusss. Bikin boros penyimpanan
Pe***********le,5,2024-09-03 14:34:09,Sangat memudahkan dalam hal bertransaksi
Pe***********le,5,2024-12-01 09:55:31,Sangat membantu
Pe***********le,5,2025-01-23 11:57:24,Top
Pe***********le,5,2024-06-11 08:49:36,Sangat bermanfaat
Pe***********le,5,2024-07-03 15:00:26,Transaksi sngt mudah
Pe***********le,5,2023-12-18 19:40:45,Ok
Pe***********le,5,2024-12-03 13:00:47,Mantp
Pe***********le,1,2024-02-19 14:32:21,Pulsa sampe habis 40k telfon hallo bca sampe 5 kali suruh ini itu ttp aja ga bisa masuk kasih solusi dong bukannya malah suruh buat baru lagi bos
Pe***********le,1,2025-12-09 13:04:43,apk sampah mau bikin aja dipersulit
Pe***********le,4,2025-12-20 13:00:24,sekarang knp byk update Mulu mana nambah lemot heran aku padahal udh lama pke bca
Pe***********le,3,2023-09-27 06:30:29,Good
Pe***********le,1,2024-11-22 12:21:24,Aplikasi yg katanya memudahkan malah bikin ruwet buat emosi aja
Pe***********le,3,2024-12-06 12:04:29,"Update lagi lah, pakai versi ini sering reload dan forceclose apk boss"
Pe***********le,5,2025-07-18 05:43:23,"Aplikasi yang sangat bagus mudah dan membantu kegiatan transaksi, semoga selalu berkembang dan terjaga keamanannya, terima kasih"
Pe***********le,1,2025-08-15 02:38:49,"hati hati BCA membongkar data rahasia kita, jika data kalian gak tersebar segera keluar jadi nasabah BCA sekarang🔥"
Pe***********le,5,2023-10-14 14:54:07,"Respon cepat,langsung di bantu"
Pe***********le,3,2025-03-30 08:28:48,knpa si aplikasi nya sering bgt suruh update hadehh
Pe***********le,1,2024-12-23 03:05:18,"ga bisa log in, disuruh masukan no telp, no rekening, sama no KTP terus menerus padahal itu posisinya lagi log in bukan lagi buat akun. gimana ya ini selain MyBCA ada lagi tidak aplikasi yang lain? fitur di BCA Mobile tidak ada soalnya"
Pe***********le,5,2025-05-05 05:51:44,baik bgt
Pe***********le,4,2024-11-24 07:46:46,"bagus sih tapi sering update trs mana sekali update 100mb trs udh gitu biaya admin gede banget lagi😔, trs ini kenapa ya saldo saya sering banget ilang tiba2 kalo emng ada biaya admin kan biasanya ada notif tapi ini gada samsek 20rb saya tiba2 jadi 1rb padahal gada notif biaya admin...."
Pe***********le,5,2021-09-11 02:27:28,Fasilitas data yg canggih..keren bs complete datanya..
Pe***********le,5,2022-04-14 15:40:12,Sangat bagus
Pe***********le,5,2024-12-10 06:44:11,👍
Pe***********le,5,2025-02-19 15:58:52,Sangat mudah diguna kan tampilan makin keren
Pe***********le,1,2024-11-30 09:53:01,kok ga bisa buka padahal bca ga gangguan
Pe***********le,1,2024-12-05 15:47:39,"Sudah daftar, tapi pas mau login ada notif ID/Password salah, mana aktivasi harus pake pulsa biasa, padahal di apps lain aktivasi kode OTPnya sudah bisa di kirim via wa"
Pe***********le,1,2025-08-27 04:38:19,PENIPUAN NIH BCA UNDIANNYA SUDAH DI ATUR. JANGAN MENABUNG DISINI
Pe***********le,5,2026-01-29 05:07:31,m-banking mudah udah banget
Pe***********le,1,2024-12-30 21:32:09,Uang Masi ada malah id terblokir
Pe***********le,5,2025-11-22 17:44:29,"sudah bagus, simple dan mudah digunakan"
Pe***********le,1,2025-08-09 03:02:27,"terkait dengan pengiriman kode OTP, semua yang disarankan dari haloBCA sudah saya ikuti dari sim 1 memiliki pulsa, menggunakan jaringan selular, izin aplikasi BCA nyala semua, akses SMS premium juga nyala. tetap sama saja tidak ada kode OTP yang masuk, sudah ku coba beberapa nggak masuk, aku kasih jeda 1 hari masih tetap sama saja nggak masuk. tolong pihak pengembang aplikasi ini mohon untuk memberikan akses pengiriman kode OTP lain selain lewat pesan SMS"
Pe***********le,1,2025-08-13 04:09:20,Tiba tiba gak bisa login padahal lagi penting. mana udah jadiin akun RDJ lagi susah banget ribet.
Pe***********le,4,2025-11-30 17:08:42,"uda 3 hri ga bisa masuk, selalu oops terjadi kesalahan silakan coba lagi.gimna nie"
Pe***********le,1,2024-11-30 10:13:31,Apk jelek jangan di download
Pe***********le,1,2025-10-08 04:48:21,aneh apk d suruh updet mulu tiap bulan
Pe***********le,3,2023-09-18 22:54:15,knapa tdk bisa kirim ke acoun digital.?
Pe***********le,1,2025-09-11 08:40:37,"kalo bisa saya ga kasih bintang, kenapa? karena saldo saya 170rb belum kembali sejak transaksi gagal 5x, apakah selelet itu bca problem solvingnya? knp bisa kesedot jg ya padahal kan gagal? dan knp bisa gagal padahal pake wifi dan ga gangguan:) sebobrok itukah bca?"
Pe***********le,4,2025-07-17 17:40:50,Terima kasih my bca
Pe***********le,5,2025-11-06 23:09:00,sangat puas
Pe***********le,1,2025-04-12 00:32:34,"saya tidak bisa pakai , notif lama sekali tidak ada terkirim di email"
Pe***********le,1,2023-09-03 10:08:56,Stuck di persyaratan
Pe***********le,1,2025-10-02 20:26:09,akhir akhir ini sering tidak bisa dibuka aplikasinya macet gagal login
Pe***********le,1,2024-09-28 11:43:01,"Makin lama makin tidak jelas ni mybca maupun mbca minta kode otp nya lama banget nunggu, malah jadi ke blokir m banking gue tay emng BCA lama2 gjls, udh gitu minta otp musti pake pulsa lagi, udh jadul mending kode otp Lewat wa skrng kebanyakan"
Pe***********le,5,2025-11-21 06:28:39,ok
Pe***********le,2,2024-07-08 04:19:32,"Ko tiba-tiba gagal masuk terus salah password padahal itu benar langsung harus masukin id lagi gagal, pas minta otp ga di kirim-kirim"
Pe***********le,5,2025-03-20 19:09:24,awesome to mbanking mybca one grip for all needs 😉🤗👏🏻👍🏻 thank's so full by BCA Group
Pe***********le,5,2026-02-28 08:37:20,Alhamdulillah
Pe***********le,5,2025-06-04 14:35:13,oke
Pe***********le,5,2024-08-22 05:32:26,Bagus
Pe***********le,4,2024-10-16 07:41:50,Tingkatkan Pelayanan
Pe***********le,5,2023-07-06 12:49:51,Keren bgt
Pe***********le,2,2022-02-12 05:41:11,"Kenapa verifikasi kartu ATM susah banget sih, pulsa udah kepotong masih belum bisa juga"
Pe***********le,3,2025-05-07 12:04:00,"mau isi flazz susah, sering bug looping"
Pe***********le,5,2022-08-01 10:14:06,Apakah sore ini sedang Trouble?
Pe***********le,5,2025-03-19 20:33:06,semua lebih mudaj
Pe***********le,3,2026-01-09 07:33:30,"kenapa sih setiap mau baru login ini sesudah uninstall app, mau verif wajah susahnya bukan main padahal sudah seperti direction yang diminta, tolonglah untuk ini bisa dibuat lebih simple saya repot setiap kali mau login harus gagal terus untuk verifikasi. aplikasi harusnya dibuat lbh memudahkan pengguna. padahal untuk pengguna layanan bca sudah sangat baik tp diluar itu aplikasinya ga banget dibanding bank lain"
